loopIteration,time (us),axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest (V),amperageLatest (A),BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],accSmooth[0],accSmooth[1],accSmooth[2],debug[0],debug[1],debug[2],debug[3],motor[0],energyCumulative (mAh),flightModeFlags (flags),stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid
1008,13534369,0,-3,1,-4,-91,135,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,132,2127,0,0,0,0,210,0,0,0,IDLE,0,0
1070,13659265,0,-2,1,-4,-96,143,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-243,133,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1071,13661264,0,-3,1,-4,-96,143,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-243,133,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1072,13663265,0,-2,1,-4,-97,143,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-243,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1073,13665265,0,-2,1,-4,-97,143,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-243,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1074,13667266,0,-2,1,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-243,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1075,13669266,0,-3,2,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-243,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1076,13671267,0,-3,1,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,133,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1077,13673268,0,-2,1,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,133,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1078,13675268,0,-3,1,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,133,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1079,13677268,0,-3,1,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,133,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1080,13679267,0,-3,1,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,133,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1081,13681268,0,-2,1,-4,-97,144,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1082,13683271,0,-2,1,-4,-97,145,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1083,13685271,0,-2,1,-4,-98,145,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1084,13687598,0,-2,1,-4,-98,145,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1085,13689598,0,-2,1,-4,-98,145,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1086,13691598,0,-3,1,-4,-98,145,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1087,13693598,0,-3,1,-4,-98,145,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1088,13695598,0,-2,1,-4,-98,145,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-240,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1089,13697598,0,-3,1,-4,-98,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-240,133,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1090,13699598,0,-2,1,-4,-98,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-240,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1091,13701599,0,-2,1,-4,-98,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1092,13703599,0,-3,1,-4,-98,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1093,13705599,0,-2,1,-4,-98,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1094,13707607,0,-3,1,-4,-99,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1095,13709607,0,-2,1,-4,-99,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1096,13711607,0,-3,1,-4,-99,146,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1097,13713607,0,-2,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1098,13715609,0,-2,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,132,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1099,13717609,0,-2,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,132,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1100,13719610,0,-2,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,132,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1101,13721610,0,-2,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1102,13723610,0,-3,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1103,13725610,0,-2,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-237,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1104,13727961,0,-3,1,-4,-99,147,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-237,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1105,13729961,0,-3,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,132,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1106,13731962,0,-3,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,131,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1107,13733962,0,-2,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,131,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1108,13735962,0,-2,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,131,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1109,13737962,0,-3,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,131,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1110,13739962,0,-3,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-235,130,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1111,13741962,0,-3,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,130,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1112,13743965,0,-2,1,-4,-100,148,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1113,13745965,0,-2,1,-4,-100,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1114,13747967,0,-3,1,-4,-100,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1115,13749967,0,-2,1,-4,-100,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1116,13751973,0,-3,1,-4,-101,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-236,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1117,13753973,0,-2,1,-4,-101,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-237,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1118,13755973,0,-2,1,-4,-101,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,1,0,0,-237,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1119,13757973,0,-2,1,-4,-101,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1120,13759976,0,-2,1,-4,-101,149,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1121,13761976,0,-2,1,-4,-101,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-238,129,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1122,13764309,0,-2,1,-4,-101,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,129,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1123,13766309,0,-3,1,-4,-101,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-239,129,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1124,13768309,0,-3,1,-4,-101,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-240,129,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1125,13770309,0,-3,1,-4,-101,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-240,129,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1126,13772309,0,-2,1,-4,-101,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,129,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1127,13774309,0,-2,1,-4,-101,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,129,2124,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1128,13776309,0,-2,1,-4,-102,150,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-241,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1129,13778309,0,-3,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,129,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1130,13780310,0,-3,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1131,13782309,0,-3,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1132,13784309,0,-2,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1133,13786310,0,-2,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1134,13788309,0,-2,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1135,13790339,0,-2,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1136,13792339,0,-2,1,-4,-102,151,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1137,13794339,0,-2,1,-4,-102,152,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,130,2123,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1138,13796339,0,-2,1,-4,-102,152,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,131,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1139,13798339,0,-3,1,-4,-103,152,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,131,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1140,13800339,0,-3,1,-4,-103,152,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,131,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
1141,13802340,0,-2,1,-4,-103,152,0,0,0,0,0,0,-5,3,1028,0,-2,1,28,26.859,0.075,-17,660,0,0,0,-242,132,2122,0,0,0,0,210,0,ARM|SERVO3,0,IDLE,1,1
