time (us),vbat,amperage,throttle,motor,rpm,Power (W),Thrust (lb),Lift,DYNAMIC PRESSURE
2551495042,640.85,55.41,1896,1756,413243,35509.4985,16.264,0.275,0.278
2551527099,641.06,55.11,1896,1756,413243,35328.8166,16.264,0.275,0.278
2551528102,641.06,55.11,1896,1756,413243,35328.8166,16.264,0.275,0.278
2551529108,641.06,55.11,1896,1756,413243,35328.8166,16.264,0.275,0.278
2551530111,641.06,55.11,1896,1756,413243,35328.8166,16.264,0.275,0.278
2551531109,641.06,55.11,1896,1756,413243,35328.8166,16.264,0.275,0.278
2551532111,641.06,55.11,1896,1756,413243,35328.8166,16.264,0.275,0.278
2551533114,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551534118,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551535116,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551536118,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551537122,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551538128,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551539131,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551540140,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551541153,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551542166,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551543169,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551544177,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551545191,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551546210,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551547215,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551548222,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551549234,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551550244,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551551249,641.24,55.32,1896,1756,413243,35473.3968,16.264,0.275,0.278
2551552252,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551553254,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551554257,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551555255,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551556256,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551557260,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551558264,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551559262,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551560265,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551561266,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551562273,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551563269,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551564272,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551565276,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551566278,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551567276,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551568277,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551569281,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551570288,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551571284,641.4,55.54,1896,1756,413243,35623.356,16.264,0.275,0.278
2551572286,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551573290,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551574293,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551575290,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551576294,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551577298,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551578303,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551579301,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551580304,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551581306,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551582311,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551583308,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551584310,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551585313,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551586317,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551587315,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551588318,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551589321,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551590325,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551591323,641.55,55.24,1896,1756,413243,35439.222,16.264,0.275,0.278
2551592326,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551593329,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551594333,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551595331,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551596333,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551597339,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551598342,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551599341,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551600346,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551601349,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551602354,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551603349,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551604352,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551605355,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551606360,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551607355,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551608359,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551609363,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551610366,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551611363,641.68,55.34,1896,1756,413243,35510.5712,16.264,0.275,0.278
2551612365,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551613370,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551614374,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551615372,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551616376,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551617381,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551618386,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551619391,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551620398,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551621409,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551622415,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551623419,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551624428,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551625436,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551626447,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551627453,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551628463,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551629477,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551630484,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551631483,641.79,55.76,1896,1756,413243,35786.210399999996,16.264,0.275,0.278
2551632486,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551633491,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551634494,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551635491,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551636493,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551637498,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551638502,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551639498,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551640503,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551641506,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551642510,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551643506,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551644509,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551645514,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551646516,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551647511,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551648516,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551649519,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551650523,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551651520,641.89,55.89,1896,1756,413243,35875.2321,16.264,0.275,0.278
2551652524,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551653527,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551654533,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551655532,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551656534,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551657538,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551658543,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551659540,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551660544,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551661548,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551662551,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551663548,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551664551,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551665556,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551666561,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551667556,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551668558,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551669564,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551670569,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551671565,641.98,55.7,1896,1756,413243,35758.286,16.264,0.275,0.278
2551672568,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551673571,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551674576,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551675574,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551676575,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551677581,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551678585,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551679582,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551680588,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551681589,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551682593,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551683589,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551684591,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551685594,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551686598,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551687595,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551688598,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551689604,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551690607,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551691603,642.06,55.74,1896,1756,413243,35788.424399999996,16.264,0.275,0.278
2551692604,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551693607,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551694612,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551695609,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551696611,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551697615,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551698620,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551699617,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551700621,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551701622,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551702627,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551703622,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551704624,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551705628,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551706630,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551707627,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551708629,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551709632,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551710637,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551711634,642.13,55.8,1896,1756,413243,35830.854,16.264,0.275,0.278
2551712637,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551713641,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551714645,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551715642,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551716644,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551717648,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551718653,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551719649,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551720653,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551721656,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551722659,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551723657,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551724660,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551725675,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551726674,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551727674,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551728678,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551729694,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551730692,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551731692,642.19,55.78,1896,1756,413243,35821.3582,16.264,0.275,0.278
2551732695,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551733701,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551734701,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551735701,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551736705,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551737710,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551738708,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551739707,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551740711,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551741716,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551742715,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551743716,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551744720,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551745724,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551746720,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551747720,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551748722,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551749730,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551750728,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551751728,642.25,55.43,1896,1756,413243,35599.9175,16.264,0.275,0.278
2551752731,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551753739,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551754737,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551755736,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551756740,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551757746,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551758745,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551759744,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551760748,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551761753,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551762750,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551763750,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551764754,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551765761,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551766759,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551767757,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551768760,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551769765,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551770764,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551771764,642.3,55.03,1896,1756,413243,35345.769,16.264,0.275,0.278
2551772765,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551773771,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551774769,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551775771,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551776774,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551777780,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551778778,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551779778,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551780783,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551781788,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551782787,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551783788,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551784791,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551785796,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551786793,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551787793,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551788796,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551789802,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551790801,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551791800,642.34,54.74,1896,1756,413243,35161.691600000006,16.264,0.275,0.278
2551792804,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551793810,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551794809,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551795808,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551796810,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551797816,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551798817,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551799817,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551800818,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551801824,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551802822,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551803821,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551804823,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551805830,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551806828,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551807827,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551808831,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551809837,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551810836,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551811836,642.38,54.95,1896,1756,413243,35298.781,16.264,0.275,0.278
2551812839,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551813845,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551814844,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551815844,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551816847,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551817852,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551818850,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551819851,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551820855,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551821858,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551822857,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551823858,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551824861,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551825865,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551826865,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551827864,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551828867,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551829872,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551830871,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551831871,588.96,54.75,1896,1756,413243,32245.56,16.264,0.275,0.278
2551832872,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551833879,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551834877,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551835877,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551836879,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551837885,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551838884,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551839883,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551840888,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551841894,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551842892,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551843892,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551844895,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551845902,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551846901,541.46,54.37,1896,1756,413243,29439.1802,16.264,0.275,0.278
2551847901,49.94,54.37,1896,1756,413243,2715.2378,16.264,0.275,0.278
2551848903,49.94,54.37,1896,1756,413243,2715.2378,16.264,0.275,0.278
2551849909,49.94,54.37,1896,1756,413243,2715.2378,16.264,0.275,0.278
2551850908,49.94,54.37,1896,1756,413243,2715.2378,16.264,0.275,0.278
2551851908,49.94,54.37,1896,1756,413243,2715.2378,16.264,0.275,0.278
2551852910,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551853916,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551854914,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551855913,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551856916,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551857921,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551858919,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551859921,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551860922,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551861927,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551862927,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551863925,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551864929,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551865932,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551866930,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551867933,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551868936,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551869939,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551870940,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551871940,7.78,54.08,1896,1756,413243,420.7424,16.264,0.275,0.278
2551872944,625.69,54.11,1896,1756,413243,33856.085900000005,16.264,0.275,0.278
2551873951,625.69,54.11,1896,1756,413243,33856.085900000005,16.264,0.275,0.278
2551874949,625.69,54.11,1896,1756,413243,33856.085900000005,16.264,0.275,0.278
